hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,score_1,score_2,score_3,score_4,trans_1,trans_2,trans_3,trans_4,zscore_1,zscore_2,zscore_3,zscore_4,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
086bebbd905bac2688040216cb04d685,TOMMY ULEWICZ              JR.,US,51,178.0,879.0,517.0,335.0,160 reps,196 reps,117 reps,23 reps,160.0,-1806.1224489795918,-1185.123076923077,23.0,1.0699499518542284,-0.41400638352120717,0.11344683013222993,0.3392426317901167,1.0,0.9200242809379748,1.1971825385018167
08ab2888baf53f19bb19c2ef7fd2681e,JONATHAN LYNCH,US,50,102.0,603.0,1030.0,175.0,167 reps,211 reps,91 reps,29 reps,167.0,-1677.7251184834122,-1523.7296703296704,29.0,1.4444172127568302,0.09636883277592312,0.0690453174045047,1.3319510467826072,1.0,0.9200242809379748,1.655469883367941
342a1152d594b7fb677bd8c4d3bff108,GIAMPAOLO SCIASCIA,IT,51,689.0,357.0,393.0,474.0,137 reps,230 reps,120 reps,21 reps,137.0,-1539.1304347826085,-1155.4950000000001,21.0,-0.16044247682574894,0.6472781966862166,0.11733196249590588,0.008339826792619895,1.0,0.9200242809379748,1.0731511582252231
30624dcc76ca5f2b9b3a9f1f8f649591,ROB DAS,NL,50,949.0,409.0,262.0,294.0,129 reps,225 reps,127 reps,24 reps,129.0,-1573.3333333333333,-1091.8062992125983,24.0,-0.5884050607144368,0.5113227864112783,0.1256834674981385,0.5046940342888652,1.0,0.9200242809379748,1.0583480878089362
4491bd9b28867b18ddb00189b98fb000,CURT PRITCHARD,US,53,375.0,186.0,800.0,570.0,149 reps,250 reps,104 reps,20 reps,149.0,-1416.0,-1333.2634615384616,20.0,0.4815013990072827,1.136717673675992,0.09402116831385016,-0.15711157570612852,1.0,0.9200242809379748,1.308806447260724
a990f38300307f1e649fba5bd69116ca,ARTHUR DE LEON,US,52,480.0,790.0,614.0,53.0,145 reps,200 reps,113 reps,32 reps,145.0,-1770.0,-1227.0743362831859,32.0,0.26752010706293883,-0.27042082266961476,0.10794575775888345,1.8283052542788525,1.0,0.9200242809379748,1.4033618550457398
25f3d8669f6ecdb59b0208c39e8ac620,CHRIS LAZAROFF,CA,53,138.0,344.0,1169.0,287.0,164 reps,231 reps,90 reps,24 reps,164.0,-1532.4675324675325,-1540.6599999999999,24.0,1.2839312437985724,0.6737630168696452,0.06682524176811847,0.5046940342888652,1.0,0.9200242809379748,1.5523276651192752
228dc2cc73e450a980c1703247fe03f7,ZACH WILSON,US,51,949.0,174.0,74.0,743.0,129 reps,251 reps,134 reps,20 reps,129.0,-1410.3585657370518,-1034.7716417910449,20.0,-0.5884050607144368,1.1591421915460416,0.13316242720163032,-0.15711157570612852,1.0,0.9200242809379748,1.0567212765197516
a3487b14b1a68531547e2a243342bffe,JASON GRADY,US,50,121.0,463.0,839.0,522.0,165 reps,221 reps,103 reps,20 reps,165.0,-1601.809954751131,-1346.2077669902912,20.0,1.3374265667846583,0.39812914165748425,0.09232378038797232,-0.15711157570612852,1.0,0.9200242809379748,1.3377162592189715
4dfd76cc244385e3d3137f2105d14820,ARNEL DEGUZMAN,US,52,769.0,918.0,90.0,170.0,135 reps,194 reps,133 reps,30 reps,135.0,-1824.742268041237,-1042.551879699248,30.0,-0.26743312279792086,-0.4880195592179037,0.13214220391232478,1.4974024492813556,1.0,0.9200242809379748,1.138547273732439
d3e3ccb6eb5a410840146eb0cbbe9d78,FREDDY BAKER,US,50,539.0,650.0,208.0,552.0,143 reps,208 reps,130 reps,20 reps,143.0,-1701.923076923077,-1066.6107692307692,20.0,0.16052946109076688,0.00018273431992510108,0.12898735958693378,-0.15711157570612852,1.0,0.9200242809379748,0.9531712757608491
0f50d32d6ffe9f191a98f457bd167f30,DAN WILSON,CA,53,582.0,317.0,278.0,777.0,141 reps,233 reps,127 reps,20 reps,141.0,-1519.3133047210301,-1091.8062992125983,20.0,0.05353881511859494,0.7260506446995915,0.1256834674981385,-0.15711157570612852,1.0,0.9200242809379748,1.107064618840524
ec3f43c7e8788be2fcdb29b7c43240bb,FRANCK SACHET,FR,54,249.0,290.0,565.0,851.0,156 reps,235 reps,116 reps,20 reps,156.0,-1506.3829787234042,-1195.3396551724138,20.0,0.8559686599098846,0.7774482703537097,0.11210712931716926,-0.15711157570612852,1.0,0.9200242809379748,1.3171274019066335
d382d77df309d3d102f89a328df780ea,TAUNIUA CERAN JERUSALEMY,FR,50,582.0,114.0,363.0,900.0,141 reps,256 reps,122 reps,20 reps,141.0,-1382.8125,-1136.5524590163934,20.0,0.05353881511859494,1.2686369077083928,0.11981589958087906,-0.15711157570612852,1.0,0.9200242809379748,1.2412442926134095
87e6e0af7a172551b1c385479e5b4d65,SHAUN BLADES,GB,50,427.0,848.0,259.0,425.0,147 reps,198 reps,128 reps,22 reps,147.0,-1787.8787878787878,-1083.2765625,22.0,0.3745107530351108,-0.34148842349514996,0.12680197263236606,0.1737912292913683,1.0,0.9200242809379748,1.0034281638038987
2ad694d26118022fd502c3547530b428,WARREN WANJURA,US,50,718.0,479.0,232.0,531.0,136 reps,220 reps,130 reps,20 reps,136.0,-1609.090909090909,-1066.6107692307692,20.0,-0.21393779981183492,0.36918758476020685,0.12898735958693378,-0.15711157570612852,1.0,0.9200242809379748,0.9518056731452691
249929318e8169109e4a55ced55453bf,JASON JAUCH,US,50,609.0,898.0,89.0,375.0,140 reps,195 reps,133 reps,23 reps,140.0,-1815.3846153846152,-1042.551879699248,23.0,4.349213250897343e-05,-0.45082319399597404,0.13214220391232478,0.3392426317901167,1.0,0.9200242809379748,0.925175564397719
ab22f8236e23898ea8c896cf71fec873,DARREN SKEESE,US,51,640.0,918.0,267.0,146.0,139 reps,194 reps,127 reps,30 reps,139.0,-1824.742268041237,-1091.8062992125983,30.0,-0.053451830853577,-0.4880195592179037,0.1256834674981385,1.4974024492813556,1.0,0.9200242809379748,1.1904279126149782
f3025f3c6c1e501c68bcd9d75cfd33be,CHRIS CALLANDER,AU,52,539.0,281.0,164.0,987.0,143 reps,236 reps,130 reps,20 reps,143.0,-1500.0,-1066.6107692307692,20.0,0.16052946109076688,0.8028204033566956,0.12898735958693378,-0.15711157570612852,1.0,0.9200242809379748,1.1538306930200417
